5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,SCATS
1/10/2023 0:00,24,1,100,3629
1/10/2023 0:15,26,1,100,3629
1/10/2023 0:30,118,1,100,3629
1/10/2023 0:45,53,1,100,3629
1/10/2023 1:00,42,1,100,3629
1/10/2023 1:15,33,1,100,3629
1/10/2023 1:30,101,1,100,3629
1/10/2023 1:45,67,1,100,3629
1/10/2023 2:00,20,1,100,3629
1/10/2023 2:15,2,1,100,3629
1/10/2023 2:30,47,1,100,3629
1/10/2023 2:45,96,1,100,3629
1/10/2023 3:00,39,1,100,3629
1/10/2023 3:15,69,1,100,3629
1/10/2023 3:30,103,1,100,3629
1/10/2023 3:45,96,1,100,3629
1/10/2023 4:00,109,1,100,3629
1/10/2023 4:15,67,1,100,3629
1/10/2023 4:30,59,1,100,3629
1/10/2023 4:45,22,1,100,3629
1/10/2023 5:00,50,1,100,3629
1/10/2023 5:15,76,1,100,3629
1/10/2023 5:30,75,1,100,3629
1/10/2023 5:45,116,1,100,3629
1/10/2023 6:00,17,1,100,3629
1/10/2023 6:15,46,1,100,3629
1/10/2023 6:30,19,1,100,3629
1/10/2023 6:45,45,1,100,3629
1/10/2023 7:00,108,1,100,3629
1/10/2023 7:15,64,1,100,3629
1/10/2023 7:30,43,1,100,3629
1/10/2023 7:45,57,1,100,3629
1/10/2023 8:00,62,1,100,3629
1/10/2023 8:15,61,1,100,3629
1/10/2023 8:30,21,1,100,3629
1/10/2023 8:45,27,1,100,3629
1/10/2023 9:00,29,1,100,3629
1/10/2023 9:15,64,1,100,3629
1/10/2023 9:30,40,1,100,3629
1/10/2023 9:45,8,1,100,3629
1/10/2023 10:00,33,1,100,3629
1/10/2023 10:15,37,1,100,3629
1/10/2023 10:30,65,1,100,3629
1/10/2023 10:45,9,1,100,3629
1/10/2023 11:00,68,1,100,3629
1/10/2023 11:15,86,1,100,3629
1/10/2023 11:30,70,1,100,3629
1/10/2023 11:45,108,1,100,3629
1/10/2023 12:00,19,1,100,3629
1/10/2023 12:15,74,1,100,3629
1/10/2023 12:30,31,1,100,3629
1/10/2023 12:45,63,1,100,3629
1/10/2023 13:00,46,1,100,3629
1/10/2023 13:15,48,1,100,3629
1/10/2023 13:30,116,1,100,3629
1/10/2023 13:45,87,1,100,3629
1/10/2023 14:00,24,1,100,3629
1/10/2023 14:15,74,1,100,3629
1/10/2023 14:30,32,1,100,3629
1/10/2023 14:45,36,1,100,3629
1/10/2023 15:00,101,1,100,3629
1/10/2023 15:15,49,1,100,3629
1/10/2023 15:30,41,1,100,3629
1/10/2023 15:45,120,1,100,3629
1/10/2023 16:00,114,1,100,3629
1/10/2023 16:15,91,1,100,3629
1/10/2023 16:30,117,1,100,3629
1/10/2023 16:45,117,1,100,3629
1/10/2023 17:00,102,1,100,3629
1/10/2023 17:15,9,1,100,3629
1/10/2023 17:30,80,1,100,3629
1/10/2023 17:45,69,1,100,3629
1/10/2023 18:00,78,1,100,3629
1/10/2023 18:15,103,1,100,3629
1/10/2023 18:30,51,1,100,3629
1/10/2023 18:45,71,1,100,3629
1/10/2023 19:00,6,1,100,3629
1/10/2023 19:15,37,1,100,3629
1/10/2023 19:30,64,1,100,3629
1/10/2023 19:45,118,1,100,3629
1/10/2023 20:00,51,1,100,3629
1/10/2023 20:15,63,1,100,3629
1/10/2023 20:30,91,1,100,3629
1/10/2023 20:45,14,1,100,3629
1/10/2023 21:00,73,1,100,3629
1/10/2023 21:15,49,1,100,3629
1/10/2023 21:30,65,1,100,3629
1/10/2023 21:45,92,1,100,3629
1/10/2023 22:00,86,1,100,3629
1/10/2023 22:15,94,1,100,3629
1/10/2023 22:30,10,1,100,3629
1/10/2023 22:45,73,1,100,3629
1/10/2023 23:00,110,1,100,3629
2/10/2023 0:00,103,1,100,3629
2/10/2023 0:15,81,1,100,3629
2/10/2023 0:30,80,1,100,3629
2/10/2023 0:45,77,1,100,3629
2/10/2023 1:00,88,1,100,3629
2/10/2023 1:15,118,1,100,3629
2/10/2023 1:30,113,1,100,3629
2/10/2023 1:45,51,1,100,3629
2/10/2023 2:00,62,1,100,3629
2/10/2023 2:15,116,1,100,3629
2/10/2023 2:30,1,1,100,3629
2/10/2023 2:45,62,1,100,3629
2/10/2023 3:00,33,1,100,3629
2/10/2023 3:15,34,1,100,3629
2/10/2023 3:30,87,1,100,3629
2/10/2023 3:45,72,1,100,3629
2/10/2023 4:00,30,1,100,3629
2/10/2023 4:15,80,1,100,3629
2/10/2023 4:30,120,1,100,3629
2/10/2023 4:45,100,1,100,3629
2/10/2023 5:00,20,1,100,3629
2/10/2023 5:15,82,1,100,3629
2/10/2023 5:30,9,1,100,3629
2/10/2023 5:45,83,1,100,3629
2/10/2023 6:00,25,1,100,3629
2/10/2023 6:15,34,1,100,3629
2/10/2023 6:30,114,1,100,3629
2/10/2023 6:45,45,1,100,3629
2/10/2023 7:00,55,1,100,3629
2/10/2023 7:15,119,1,100,3629
2/10/2023 7:30,87,1,100,3629
2/10/2023 7:45,4,1,100,3629
2/10/2023 8:00,56,1,100,3629
2/10/2023 8:15,22,1,100,3629
2/10/2023 8:30,68,1,100,3629
2/10/2023 8:45,58,1,100,3629
2/10/2023 9:00,80,1,100,3629
2/10/2023 9:15,88,1,100,3629
2/10/2023 9:30,17,1,100,3629
2/10/2023 9:45,73,1,100,3629
2/10/2023 10:00,72,1,100,3629
2/10/2023 10:15,5,1,100,3629
2/10/2023 10:30,67,1,100,3629
2/10/2023 10:45,52,1,100,3629
2/10/2023 11:00,33,1,100,3629
2/10/2023 11:15,71,1,100,3629
2/10/2023 11:30,33,1,100,3629
2/10/2023 11:45,91,1,100,3629
2/10/2023 12:00,55,1,100,3629
2/10/2023 12:15,14,1,100,3629
2/10/2023 12:30,96,1,100,3629
2/10/2023 12:45,30,1,100,3629
2/10/2023 13:00,60,1,100,3629
2/10/2023 13:15,66,1,100,3629
2/10/2023 13:30,102,1,100,3629
2/10/2023 13:45,106,1,100,3629
2/10/2023 14:00,27,1,100,3629
2/10/2023 14:15,26,1,100,3629
2/10/2023 14:30,87,1,100,3629
2/10/2023 14:45,21,1,100,3629
2/10/2023 15:00,10,1,100,3629
2/10/2023 15:15,18,1,100,3629
2/10/2023 15:30,99,1,100,3629
2/10/2023 15:45,51,1,100,3629
2/10/2023 16:00,51,1,100,3629
2/10/2023 16:15,77,1,100,3629
2/10/2023 16:30,66,1,100,3629
2/10/2023 16:45,115,1,100,3629
2/10/2023 17:00,64,1,100,3629
2/10/2023 17:15,60,1,100,3629
2/10/2023 17:30,8,1,100,3629
2/10/2023 17:45,73,1,100,3629
2/10/2023 18:00,97,1,100,3629
2/10/2023 18:15,36,1,100,3629
2/10/2023 18:30,71,1,100,3629
2/10/2023 18:45,59,1,100,3629
2/10/2023 19:00,50,1,100,3629
2/10/2023 19:15,118,1,100,3629
2/10/2023 19:30,73,1,100,3629
2/10/2023 19:45,32,1,100,3629
2/10/2023 20:00,98,1,100,3629
2/10/2023 20:15,22,1,100,3629
2/10/2023 20:30,14,1,100,3629
2/10/2023 20:45,95,1,100,3629
2/10/2023 21:00,35,1,100,3629
2/10/2023 21:15,98,1,100,3629
2/10/2023 21:30,117,1,100,3629
2/10/2023 21:45,7,1,100,3629
2/10/2023 22:00,118,1,100,3629
2/10/2023 22:15,107,1,100,3629
2/10/2023 22:30,30,1,100,3629
2/10/2023 22:45,65,1,100,3629
2/10/2023 23:00,43,1,100,3629
3/10/2023 0:00,56,1,100,3629
3/10/2023 0:15,105,1,100,3629
3/10/2023 0:30,74,1,100,3629
3/10/2023 0:45,33,1,100,3629
3/10/2023 1:00,15,1,100,3629
3/10/2023 1:15,7,1,100,3629
3/10/2023 1:30,35,1,100,3629
3/10/2023 1:45,61,1,100,3629
3/10/2023 2:00,74,1,100,3629
3/10/2023 2:15,85,1,100,3629
3/10/2023 2:30,80,1,100,3629
3/10/2023 2:45,15,1,100,3629
3/10/2023 3:00,97,1,100,3629
3/10/2023 3:15,9,1,100,3629
3/10/2023 3:30,4,1,100,3629
3/10/2023 3:45,57,1,100,3629
3/10/2023 4:00,3,1,100,3629
3/10/2023 4:15,112,1,100,3629
3/10/2023 4:30,81,1,100,3629
3/10/2023 4:45,112,1,100,3629
3/10/2023 5:00,41,1,100,3629
3/10/2023 5:15,95,1,100,3629
3/10/2023 5:30,9,1,100,3629
3/10/2023 5:45,28,1,100,3629
3/10/2023 6:00,96,1,100,3629
3/10/2023 6:15,66,1,100,3629
3/10/2023 6:30,69,1,100,3629
3/10/2023 6:45,48,1,100,3629
3/10/2023 7:00,17,1,100,3629
3/10/2023 7:15,85,1,100,3629
