5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,SCATS
1/10/2023 0:00,71,1,100,9055
1/10/2023 0:15,42,1,100,9055
1/10/2023 0:30,102,1,100,9055
1/10/2023 0:45,92,1,100,9055
1/10/2023 1:00,28,1,100,9055
1/10/2023 1:15,29,1,100,9055
1/10/2023 1:30,89,1,100,9055
1/10/2023 1:45,102,1,100,9055
1/10/2023 2:00,35,1,100,9055
1/10/2023 2:15,78,1,100,9055
1/10/2023 2:30,91,1,100,9055
1/10/2023 2:45,113,1,100,9055
1/10/2023 3:00,59,1,100,9055
1/10/2023 3:15,65,1,100,9055
1/10/2023 3:30,77,1,100,9055
1/10/2023 3:45,36,1,100,9055
1/10/2023 4:00,105,1,100,9055
1/10/2023 4:15,115,1,100,9055
1/10/2023 4:30,92,1,100,9055
1/10/2023 4:45,63,1,100,9055
1/10/2023 5:00,25,1,100,9055
1/10/2023 5:15,44,1,100,9055
1/10/2023 5:30,53,1,100,9055
1/10/2023 5:45,9,1,100,9055
1/10/2023 6:00,13,1,100,9055
1/10/2023 6:15,2,1,100,9055
1/10/2023 6:30,51,1,100,9055
1/10/2023 6:45,15,1,100,9055
1/10/2023 7:00,55,1,100,9055
1/10/2023 7:15,41,1,100,9055
1/10/2023 7:30,12,1,100,9055
1/10/2023 7:45,16,1,100,9055
1/10/2023 8:00,112,1,100,9055
1/10/2023 8:15,77,1,100,9055
1/10/2023 8:30,66,1,100,9055
1/10/2023 8:45,104,1,100,9055
1/10/2023 9:00,66,1,100,9055
1/10/2023 9:15,44,1,100,9055
1/10/2023 9:30,29,1,100,9055
1/10/2023 9:45,19,1,100,9055
1/10/2023 10:00,94,1,100,9055
1/10/2023 10:15,21,1,100,9055
1/10/2023 10:30,119,1,100,9055
1/10/2023 10:45,84,1,100,9055
1/10/2023 11:00,57,1,100,9055
1/10/2023 11:15,66,1,100,9055
1/10/2023 11:30,109,1,100,9055
1/10/2023 11:45,75,1,100,9055
1/10/2023 12:00,64,1,100,9055
1/10/2023 12:15,65,1,100,9055
1/10/2023 12:30,57,1,100,9055
1/10/2023 12:45,27,1,100,9055
1/10/2023 13:00,26,1,100,9055
1/10/2023 13:15,93,1,100,9055
1/10/2023 13:30,5,1,100,9055
1/10/2023 13:45,35,1,100,9055
1/10/2023 14:00,63,1,100,9055
1/10/2023 14:15,83,1,100,9055
1/10/2023 14:30,83,1,100,9055
1/10/2023 14:45,112,1,100,9055
1/10/2023 15:00,30,1,100,9055
1/10/2023 15:15,17,1,100,9055
1/10/2023 15:30,2,1,100,9055
1/10/2023 15:45,101,1,100,9055
1/10/2023 16:00,90,1,100,9055
1/10/2023 16:15,119,1,100,9055
1/10/2023 16:30,5,1,100,9055
1/10/2023 16:45,3,1,100,9055
1/10/2023 17:00,9,1,100,9055
1/10/2023 17:15,75,1,100,9055
1/10/2023 17:30,36,1,100,9055
1/10/2023 17:45,77,1,100,9055
1/10/2023 18:00,59,1,100,9055
1/10/2023 18:15,110,1,100,9055
1/10/2023 18:30,7,1,100,9055
1/10/2023 18:45,1,1,100,9055
1/10/2023 19:00,92,1,100,9055
1/10/2023 19:15,111,1,100,9055
1/10/2023 19:30,27,1,100,9055
1/10/2023 19:45,76,1,100,9055
1/10/2023 20:00,2,1,100,9055
1/10/2023 20:15,21,1,100,9055
1/10/2023 20:30,2,1,100,9055
1/10/2023 20:45,79,1,100,9055
1/10/2023 21:00,108,1,100,9055
1/10/2023 21:15,38,1,100,9055
1/10/2023 21:30,97,1,100,9055
1/10/2023 21:45,39,1,100,9055
1/10/2023 22:00,24,1,100,9055
1/10/2023 22:15,67,1,100,9055
1/10/2023 22:30,14,1,100,9055
1/10/2023 22:45,52,1,100,9055
1/10/2023 23:00,62,1,100,9055
2/10/2023 0:00,80,1,100,9055
2/10/2023 0:15,73,1,100,9055
2/10/2023 0:30,86,1,100,9055
2/10/2023 0:45,102,1,100,9055
2/10/2023 1:00,119,1,100,9055
2/10/2023 1:15,15,1,100,9055
2/10/2023 1:30,97,1,100,9055
2/10/2023 1:45,11,1,100,9055
2/10/2023 2:00,27,1,100,9055
2/10/2023 2:15,38,1,100,9055
2/10/2023 2:30,51,1,100,9055
2/10/2023 2:45,55,1,100,9055
2/10/2023 3:00,73,1,100,9055
2/10/2023 3:15,88,1,100,9055
2/10/2023 3:30,72,1,100,9055
2/10/2023 3:45,89,1,100,9055
2/10/2023 4:00,52,1,100,9055
2/10/2023 4:15,10,1,100,9055
2/10/2023 4:30,69,1,100,9055
2/10/2023 4:45,52,1,100,9055
2/10/2023 5:00,71,1,100,9055
2/10/2023 5:15,66,1,100,9055
2/10/2023 5:30,92,1,100,9055
2/10/2023 5:45,23,1,100,9055
2/10/2023 6:00,35,1,100,9055
2/10/2023 6:15,39,1,100,9055
2/10/2023 6:30,87,1,100,9055
2/10/2023 6:45,107,1,100,9055
2/10/2023 7:00,73,1,100,9055
2/10/2023 7:15,77,1,100,9055
2/10/2023 7:30,43,1,100,9055
2/10/2023 7:45,3,1,100,9055
2/10/2023 8:00,67,1,100,9055
2/10/2023 8:15,68,1,100,9055
2/10/2023 8:30,84,1,100,9055
2/10/2023 8:45,86,1,100,9055
2/10/2023 9:00,59,1,100,9055
2/10/2023 9:15,58,1,100,9055
2/10/2023 9:30,15,1,100,9055
2/10/2023 9:45,92,1,100,9055
2/10/2023 10:00,80,1,100,9055
2/10/2023 10:15,54,1,100,9055
2/10/2023 10:30,45,1,100,9055
2/10/2023 10:45,58,1,100,9055
2/10/2023 11:00,79,1,100,9055
2/10/2023 11:15,11,1,100,9055
2/10/2023 11:30,60,1,100,9055
2/10/2023 11:45,103,1,100,9055
2/10/2023 12:00,5,1,100,9055
2/10/2023 12:15,90,1,100,9055
2/10/2023 12:30,40,1,100,9055
2/10/2023 12:45,108,1,100,9055
2/10/2023 13:00,24,1,100,9055
2/10/2023 13:15,94,1,100,9055
2/10/2023 13:30,98,1,100,9055
2/10/2023 13:45,27,1,100,9055
2/10/2023 14:00,112,1,100,9055
2/10/2023 14:15,67,1,100,9055
2/10/2023 14:30,18,1,100,9055
2/10/2023 14:45,4,1,100,9055
2/10/2023 15:00,51,1,100,9055
2/10/2023 15:15,96,1,100,9055
2/10/2023 15:30,14,1,100,9055
2/10/2023 15:45,49,1,100,9055
2/10/2023 16:00,92,1,100,9055
2/10/2023 16:15,79,1,100,9055
2/10/2023 16:30,82,1,100,9055
2/10/2023 16:45,32,1,100,9055
2/10/2023 17:00,100,1,100,9055
2/10/2023 17:15,118,1,100,9055
2/10/2023 17:30,21,1,100,9055
2/10/2023 17:45,90,1,100,9055
2/10/2023 18:00,13,1,100,9055
2/10/2023 18:15,91,1,100,9055
2/10/2023 18:30,88,1,100,9055
2/10/2023 18:45,64,1,100,9055
2/10/2023 19:00,48,1,100,9055
2/10/2023 19:15,13,1,100,9055
2/10/2023 19:30,92,1,100,9055
2/10/2023 19:45,56,1,100,9055
2/10/2023 20:00,86,1,100,9055
2/10/2023 20:15,77,1,100,9055
2/10/2023 20:30,38,1,100,9055
2/10/2023 20:45,65,1,100,9055
2/10/2023 21:00,35,1,100,9055
2/10/2023 21:15,28,1,100,9055
2/10/2023 21:30,14,1,100,9055
2/10/2023 21:45,43,1,100,9055
2/10/2023 22:00,82,1,100,9055
2/10/2023 22:15,87,1,100,9055
2/10/2023 22:30,22,1,100,9055
2/10/2023 22:45,2,1,100,9055
2/10/2023 23:00,106,1,100,9055
3/10/2023 0:00,70,1,100,9055
3/10/2023 0:15,11,1,100,9055
3/10/2023 0:30,80,1,100,9055
3/10/2023 0:45,102,1,100,9055
3/10/2023 1:00,42,1,100,9055
3/10/2023 1:15,106,1,100,9055
3/10/2023 1:30,27,1,100,9055
