5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,SCATS
1/10/2023 0:00,6,1,100,2185
1/10/2023 0:15,6,1,100,2185
1/10/2023 0:30,62,1,100,2185
1/10/2023 0:45,88,1,100,2185
1/10/2023 1:00,108,1,100,2185
1/10/2023 1:15,105,1,100,2185
1/10/2023 1:30,11,1,100,2185
1/10/2023 1:45,19,1,100,2185
1/10/2023 2:00,1,1,100,2185
1/10/2023 2:15,74,1,100,2185
1/10/2023 2:30,67,1,100,2185
1/10/2023 2:45,36,1,100,2185
1/10/2023 3:00,98,1,100,2185
1/10/2023 3:15,22,1,100,2185
1/10/2023 3:30,67,1,100,2185
1/10/2023 3:45,112,1,100,2185
1/10/2023 4:00,16,1,100,2185
1/10/2023 4:15,110,1,100,2185
1/10/2023 4:30,55,1,100,2185
1/10/2023 4:45,78,1,100,2185
1/10/2023 5:00,84,1,100,2185
1/10/2023 5:15,55,1,100,2185
1/10/2023 5:30,40,1,100,2185
1/10/2023 5:45,99,1,100,2185
1/10/2023 6:00,42,1,100,2185
1/10/2023 6:15,43,1,100,2185
1/10/2023 6:30,5,1,100,2185
1/10/2023 6:45,52,1,100,2185
1/10/2023 7:00,77,1,100,2185
1/10/2023 7:15,104,1,100,2185
1/10/2023 7:30,41,1,100,2185
1/10/2023 7:45,59,1,100,2185
1/10/2023 8:00,82,1,100,2185
1/10/2023 8:15,40,1,100,2185
1/10/2023 8:30,9,1,100,2185
1/10/2023 8:45,56,1,100,2185
1/10/2023 9:00,61,1,100,2185
1/10/2023 9:15,87,1,100,2185
1/10/2023 9:30,57,1,100,2185
1/10/2023 9:45,6,1,100,2185
1/10/2023 10:00,67,1,100,2185
1/10/2023 10:15,15,1,100,2185
1/10/2023 10:30,65,1,100,2185
1/10/2023 10:45,67,1,100,2185
1/10/2023 11:00,11,1,100,2185
1/10/2023 11:15,55,1,100,2185
1/10/2023 11:30,13,1,100,2185
1/10/2023 11:45,119,1,100,2185
1/10/2023 12:00,70,1,100,2185
1/10/2023 12:15,91,1,100,2185
1/10/2023 12:30,56,1,100,2185
1/10/2023 12:45,89,1,100,2185
1/10/2023 13:00,12,1,100,2185
1/10/2023 13:15,92,1,100,2185
1/10/2023 13:30,8,1,100,2185
1/10/2023 13:45,108,1,100,2185
1/10/2023 14:00,59,1,100,2185
1/10/2023 14:15,29,1,100,2185
1/10/2023 14:30,111,1,100,2185
1/10/2023 14:45,12,1,100,2185
1/10/2023 15:00,82,1,100,2185
1/10/2023 15:15,56,1,100,2185
1/10/2023 15:30,113,1,100,2185
1/10/2023 15:45,108,1,100,2185
1/10/2023 16:00,115,1,100,2185
1/10/2023 16:15,23,1,100,2185
1/10/2023 16:30,13,1,100,2185
1/10/2023 16:45,109,1,100,2185
1/10/2023 17:00,31,1,100,2185
1/10/2023 17:15,3,1,100,2185
1/10/2023 17:30,54,1,100,2185
1/10/2023 17:45,107,1,100,2185
1/10/2023 18:00,9,1,100,2185
1/10/2023 18:15,102,1,100,2185
1/10/2023 18:30,81,1,100,2185
1/10/2023 18:45,111,1,100,2185
1/10/2023 19:00,32,1,100,2185
1/10/2023 19:15,95,1,100,2185
1/10/2023 19:30,104,1,100,2185
1/10/2023 19:45,48,1,100,2185
1/10/2023 20:00,114,1,100,2185
1/10/2023 20:15,37,1,100,2185
1/10/2023 20:30,28,1,100,2185
1/10/2023 20:45,85,1,100,2185
1/10/2023 21:00,85,1,100,2185
1/10/2023 21:15,114,1,100,2185
1/10/2023 21:30,18,1,100,2185
1/10/2023 21:45,67,1,100,2185
1/10/2023 22:00,101,1,100,2185
1/10/2023 22:15,120,1,100,2185
1/10/2023 22:30,70,1,100,2185
1/10/2023 22:45,64,1,100,2185
1/10/2023 23:00,8,1,100,2185
2/10/2023 0:00,113,1,100,2185
2/10/2023 0:15,32,1,100,2185
2/10/2023 0:30,96,1,100,2185
2/10/2023 0:45,48,1,100,2185
2/10/2023 1:00,60,1,100,2185
2/10/2023 1:15,5,1,100,2185
2/10/2023 1:30,94,1,100,2185
2/10/2023 1:45,15,1,100,2185
2/10/2023 2:00,106,1,100,2185
2/10/2023 2:15,4,1,100,2185
2/10/2023 2:30,22,1,100,2185
2/10/2023 2:45,82,1,100,2185
2/10/2023 3:00,97,1,100,2185
2/10/2023 3:15,107,1,100,2185
2/10/2023 3:30,3,1,100,2185
2/10/2023 3:45,45,1,100,2185
2/10/2023 4:00,45,1,100,2185
2/10/2023 4:15,13,1,100,2185
2/10/2023 4:30,109,1,100,2185
2/10/2023 4:45,85,1,100,2185
2/10/2023 5:00,33,1,100,2185
2/10/2023 5:15,63,1,100,2185
2/10/2023 5:30,32,1,100,2185
2/10/2023 5:45,19,1,100,2185
2/10/2023 6:00,65,1,100,2185
2/10/2023 6:15,74,1,100,2185
2/10/2023 6:30,119,1,100,2185
2/10/2023 6:45,38,1,100,2185
2/10/2023 7:00,49,1,100,2185
2/10/2023 7:15,52,1,100,2185
2/10/2023 7:30,56,1,100,2185
2/10/2023 7:45,94,1,100,2185
2/10/2023 8:00,61,1,100,2185
2/10/2023 8:15,2,1,100,2185
2/10/2023 8:30,118,1,100,2185
2/10/2023 8:45,93,1,100,2185
2/10/2023 9:00,51,1,100,2185
2/10/2023 9:15,47,1,100,2185
2/10/2023 9:30,12,1,100,2185
2/10/2023 9:45,55,1,100,2185
2/10/2023 10:00,111,1,100,2185
2/10/2023 10:15,43,1,100,2185
2/10/2023 10:30,96,1,100,2185
2/10/2023 10:45,18,1,100,2185
2/10/2023 11:00,107,1,100,2185
2/10/2023 11:15,63,1,100,2185
2/10/2023 11:30,86,1,100,2185
2/10/2023 11:45,32,1,100,2185
2/10/2023 12:00,16,1,100,2185
2/10/2023 12:15,87,1,100,2185
2/10/2023 12:30,28,1,100,2185
2/10/2023 12:45,64,1,100,2185
2/10/2023 13:00,2,1,100,2185
2/10/2023 13:15,18,1,100,2185
2/10/2023 13:30,93,1,100,2185
2/10/2023 13:45,27,1,100,2185
2/10/2023 14:00,93,1,100,2185
2/10/2023 14:15,102,1,100,2185
2/10/2023 14:30,54,1,100,2185
2/10/2023 14:45,85,1,100,2185
2/10/2023 15:00,27,1,100,2185
2/10/2023 15:15,74,1,100,2185
2/10/2023 15:30,71,1,100,2185
2/10/2023 15:45,81,1,100,2185
2/10/2023 16:00,54,1,100,2185
2/10/2023 16:15,7,1,100,2185
2/10/2023 16:30,59,1,100,2185
2/10/2023 16:45,98,1,100,2185
2/10/2023 17:00,91,1,100,2185
2/10/2023 17:15,97,1,100,2185
2/10/2023 17:30,37,1,100,2185
2/10/2023 17:45,114,1,100,2185
2/10/2023 18:00,55,1,100,2185
2/10/2023 18:15,117,1,100,2185
2/10/2023 18:30,55,1,100,2185
2/10/2023 18:45,20,1,100,2185
2/10/2023 19:00,42,1,100,2185
2/10/2023 19:15,19,1,100,2185
2/10/2023 19:30,117,1,100,2185
2/10/2023 19:45,31,1,100,2185
2/10/2023 20:00,37,1,100,2185
2/10/2023 20:15,100,1,100,2185
2/10/2023 20:30,32,1,100,2185
2/10/2023 20:45,83,1,100,2185
2/10/2023 21:00,52,1,100,2185
2/10/2023 21:15,10,1,100,2185
2/10/2023 21:30,51,1,100,2185
2/10/2023 21:45,7,1,100,2185
2/10/2023 22:00,17,1,100,2185
2/10/2023 22:15,18,1,100,2185
2/10/2023 22:30,72,1,100,2185
2/10/2023 22:45,119,1,100,2185
2/10/2023 23:00,75,1,100,2185
3/10/2023 0:00,110,1,100,2185
3/10/2023 0:15,97,1,100,2185
3/10/2023 0:30,49,1,100,2185
3/10/2023 0:45,59,1,100,2185
3/10/2023 1:00,105,1,100,2185
3/10/2023 1:15,33,1,100,2185
3/10/2023 1:30,6,1,100,2185
3/10/2023 1:45,99,1,100,2185
3/10/2023 2:00,21,1,100,2185
3/10/2023 2:15,31,1,100,2185
3/10/2023 2:30,97,1,100,2185
3/10/2023 2:45,3,1,100,2185
3/10/2023 3:00,111,1,100,2185
3/10/2023 3:15,92,1,100,2185
3/10/2023 3:30,96,1,100,2185
3/10/2023 3:45,34,1,100,2185
3/10/2023 4:00,38,1,100,2185
3/10/2023 4:15,38,1,100,2185
3/10/2023 4:30,44,1,100,2185
3/10/2023 4:45,28,1,100,2185
3/10/2023 5:00,97,1,100,2185
3/10/2023 5:15,39,1,100,2185
3/10/2023 5:30,41,1,100,2185
3/10/2023 5:45,83,1,100,2185
3/10/2023 6:00,106,1,100,2185
3/10/2023 6:15,70,1,100,2185
3/10/2023 6:30,25,1,100,2185
3/10/2023 6:45,86,1,100,2185
3/10/2023 7:00,60,1,100,2185
3/10/2023 7:15,58,1,100,2185
3/10/2023 7:30,33,1,100,2185
3/10/2023 7:45,98,1,100,2185
3/10/2023 8:00,115,1,100,2185
3/10/2023 8:15,107,1,100,2185
3/10/2023 8:30,69,1,100,2185
3/10/2023 8:45,95,1,100,2185
3/10/2023 9:00,42,1,100,2185
3/10/2023 9:15,17,1,100,2185
3/10/2023 9:30,14,1,100,2185
3/10/2023 9:45,1,1,100,2185
3/10/2023 10:00,89,1,100,2185
3/10/2023 10:15,94,1,100,2185
3/10/2023 10:30,84,1,100,2185
3/10/2023 10:45,39,1,100,2185
3/10/2023 11:00,27,1,100,2185
3/10/2023 11:15,112,1,100,2185
3/10/2023 11:30,116,1,100,2185
3/10/2023 11:45,62,1,100,2185
3/10/2023 12:00,54,1,100,2185
3/10/2023 12:15,28,1,100,2185
3/10/2023 12:30,71,1,100,2185
3/10/2023 12:45,72,1,100,2185
3/10/2023 13:00,16,1,100,2185
3/10/2023 13:15,31,1,100,2185
3/10/2023 13:30,13,1,100,2185
3/10/2023 13:45,117,1,100,2185
3/10/2023 14:00,33,1,100,2185
3/10/2023 14:15,105,1,100,2185
3/10/2023 14:30,63,1,100,2185
3/10/2023 14:45,105,1,100,2185
3/10/2023 15:00,15,1,100,2185
3/10/2023 15:15,94,1,100,2185
3/10/2023 15:30,50,1,100,2185
3/10/2023 15:45,104,1,100,2185
3/10/2023 16:00,35,1,100,2185
3/10/2023 16:15,78,1,100,2185
3/10/2023 16:30,13,1,100,2185
3/10/2023 16:45,54,1,100,2185
3/10/2023 17:00,16,1,100,2185
3/10/2023 17:15,98,1,100,2185
3/10/2023 17:30,95,1,100,2185
3/10/2023 17:45,81,1,100,2185
3/10/2023 18:00,6,1,100,2185
3/10/2023 18:15,54,1,100,2185
3/10/2023 18:30,35,1,100,2185
3/10/2023 18:45,25,1,100,2185
3/10/2023 19:00,76,1,100,2185
3/10/2023 19:15,106,1,100,2185
3/10/2023 19:30,113,1,100,2185
3/10/2023 19:45,61,1,100,2185
3/10/2023 20:00,106,1,100,2185
3/10/2023 20:15,112,1,100,2185
3/10/2023 20:30,120,1,100,2185
3/10/2023 20:45,66,1,100,2185
3/10/2023 21:00,66,1,100,2185
3/10/2023 21:15,90,1,100,2185
3/10/2023 21:30,26,1,100,2185
3/10/2023 21:45,118,1,100,2185
3/10/2023 22:00,4,1,100,2185
3/10/2023 22:15,60,1,100,2185
3/10/2023 22:30,16,1,100,2185
3/10/2023 22:45,45,1,100,2185
3/10/2023 23:00,67,1,100,2185
4/10/2023 0:00,95,1,100,2185
4/10/2023 0:15,89,1,100,2185
4/10/2023 0:30,81,1,100,2185
4/10/2023 0:45,72,1,100,2185
4/10/2023 1:00,64,1,100,2185
4/10/2023 1:15,17,1,100,2185
4/10/2023 1:30,24,1,100,2185
4/10/2023 1:45,55,1,100,2185
4/10/2023 2:00,119,1,100,2185
4/10/2023 2:15,117,1,100,2185
4/10/2023 2:30,73,1,100,2185
4/10/2023 2:45,26,1,100,2185
4/10/2023 3:00,77,1,100,2185
4/10/2023 3:15,65,1,100,2185
4/10/2023 3:30,10,1,100,2185
4/10/2023 3:45,8,1,100,2185
4/10/2023 4:00,67,1,100,2185
4/10/2023 4:15,94,1,100,2185
4/10/2023 4:30,95,1,100,2185
4/10/2023 4:45,13,1,100,2185
4/10/2023 5:00,40,1,100,2185
4/10/2023 5:15,105,1,100,2185
4/10/2023 5:30,26,1,100,2185
4/10/2023 5:45,12,1,100,2185
4/10/2023 6:00,69,1,100,2185
4/10/2023 6:15,2,1,100,2185
4/10/2023 6:30,92,1,100,2185
4/10/2023 6:45,68,1,100,2185
4/10/2023 7:00,25,1,100,2185
4/10/2023 7:15,80,1,100,2185
4/10/2023 7:30,22,1,100,2185
4/10/2023 7:45,1,1,100,2185
4/10/2023 8:00,107,1,100,2185
4/10/2023 8:15,57,1,100,2185
4/10/2023 8:30,78,1,100,2185
4/10/2023 8:45,36,1,100,2185
4/10/2023 9:00,116,1,100,2185
4/10/2023 9:15,32,1,100,2185
4/10/2023 9:30,24,1,100,2185
4/10/2023 9:45,82,1,100,2185
4/10/2023 10:00,3,1,100,2185
4/10/2023 10:15,61,1,100,2185
4/10/2023 10:30,72,1,100,2185
4/10/2023 10:45,63,1,100,2185
4/10/2023 11:00,49,1,100,2185
4/10/2023 11:15,33,1,100,2185
4/10/2023 11:30,69,1,100,2185
4/10/2023 11:45,90,1,100,2185
4/10/2023 12:00,17,1,100,2185
4/10/2023 12:15,76,1,100,2185
4/10/2023 12:30,44,1,100,2185
4/10/2023 12:45,75,1,100,2185
4/10/2023 13:00,80,1,100,2185
4/10/2023 13:15,112,1,100,2185
4/10/2023 13:30,96,1,100,2185
4/10/2023 13:45,3,1,100,2185
4/10/2023 14:00,6,1,100,2185
4/10/2023 14:15,107,1,100,2185
4/10/2023 14:30,11,1,100,2185
4/10/2023 14:45,26,1,100,2185
4/10/2023 15:00,48,1,100,2185
4/10/2023 15:15,41,1,100,2185
4/10/2023 15:30,43,1,100,2185
4/10/2023 15:45,13,1,100,2185
4/10/2023 16:00,105,1,100,2185
4/10/2023 16:15,18,1,100,2185
4/10/2023 16:30,116,1,100,2185
4/10/2023 16:45,71,1,100,2185
4/10/2023 17:00,73,1,100,2185
4/10/2023 17:15,90,1,100,2185
4/10/2023 17:30,91,1,100,2185
4/10/2023 17:45,120,1,100,2185
4/10/2023 18:00,43,1,100,2185
4/10/2023 18:15,27,1,100,2185
4/10/2023 18:30,102,1,100,2185
4/10/2023 18:45,54,1,100,2185
4/10/2023 19:00,87,1,100,2185
4/10/2023 19:15,56,1,100,2185
4/10/2023 19:30,107,1,100,2185
4/10/2023 19:45,11,1,100,2185
4/10/2023 20:00,33,1,100,2185
4/10/2023 20:15,97,1,100,2185
4/10/2023 20:30,7,1,100,2185
4/10/2023 20:45,61,1,100,2185
4/10/2023 21:00,13,1,100,2185
4/10/2023 21:15,89,1,100,2185
4/10/2023 21:30,34,1,100,2185
4/10/2023 21:45,71,1,100,2185
4/10/2023 22:00,57,1,100,2185
4/10/2023 22:15,46,1,100,2185
4/10/2023 22:30,101,1,100,2185
4/10/2023 22:45,43,1,100,2185
4/10/2023 23:00,26,1,100,2185
5/10/2023 0:00,66,1,100,2185
5/10/2023 0:15,23,1,100,2185
5/10/2023 0:30,43,1,100,2185
5/10/2023 0:45,23,1,100,2185
5/10/2023 1:00,64,1,100,2185
5/10/2023 1:15,11,1,100,2185
5/10/2023 1:30,119,1,100,2185
5/10/2023 1:45,2,1,100,2185
5/10/2023 2:00,111,1,100,2185
5/10/2023 2:15,10,1,100,2185
5/10/2023 2:30,75,1,100,2185
5/10/2023 2:45,28,1,100,2185
5/10/2023 3:00,3,1,100,2185
5/10/2023 3:15,18,1,100,2185
5/10/2023 3:30,113,1,100,2185
5/10/2023 3:45,63,1,100,2185
5/10/2023 4:00,57,1,100,2185
5/10/2023 4:15,30,1,100,2185
5/10/2023 4:30,18,1,100,2185
5/10/2023 4:45,71,1,100,2185
5/10/2023 5:00,64,1,100,2185
5/10/2023 5:15,116,1,100,2185
5/10/2023 5:30,32,1,100,2185
5/10/2023 5:45,96,1,100,2185
5/10/2023 6:00,64,1,100,2185
5/10/2023 6:15,21,1,100,2185
5/10/2023 6:30,18,1,100,2185
5/10/2023 6:45,53,1,100,2185
5/10/2023 7:00,98,1,100,2185
5/10/2023 7:15,37,1,100,2185
5/10/2023 7:30,54,1,100,2185
5/10/2023 7:45,33,1,100,2185
5/10/2023 8:00,70,1,100,2185
5/10/2023 8:15,34,1,100,2185
5/10/2023 8:30,15,1,100,2185
5/10/2023 8:45,45,1,100,2185
5/10/2023 9:00,112,1,100,2185
5/10/2023 9:15,90,1,100,2185
5/10/2023 9:30,53,1,100,2185
5/10/2023 9:45,55,1,100,2185
5/10/2023 10:00,50,1,100,2185
5/10/2023 10:15,36,1,100,2185
5/10/2023 10:30,10,1,100,2185
5/10/2023 10:45,37,1,100,2185
5/10/2023 11:00,38,1,100,2185
5/10/2023 11:15,10,1,100,2185
5/10/2023 11:30,26,1,100,2185
5/10/2023 11:45,49,1,100,2185
5/10/2023 12:00,18,1,100,2185
5/10/2023 12:15,119,1,100,2185
5/10/2023 12:30,30,1,100,2185
5/10/2023 12:45,51,1,100,2185
5/10/2023 13:00,81,1,100,2185
5/10/2023 13:15,80,1,100,2185
5/10/2023 13:30,12,1,100,2185
5/10/2023 13:45,89,1,100,2185
5/10/2023 14:00,108,1,100,2185
5/10/2023 14:15,98,1,100,2185
5/10/2023 14:30,9,1,100,2185
5/10/2023 14:45,40,1,100,2185
5/10/2023 15:00,57,1,100,2185
5/10/2023 15:15,5,1,100,2185
5/10/2023 15:30,73,1,100,2185
5/10/2023 15:45,78,1,100,2185
5/10/2023 16:00,41,1,100,2185
5/10/2023 16:15,24,1,100,2185
5/10/2023 16:30,78,1,100,2185
5/10/2023 16:45,30,1,100,2185
5/10/2023 17:00,103,1,100,2185
5/10/2023 17:15,45,1,100,2185
5/10/2023 17:30,63,1,100,2185
5/10/2023 17:45,69,1,100,2185
5/10/2023 18:00,80,1,100,2185
5/10/2023 18:15,108,1,100,2185
5/10/2023 18:30,105,1,100,2185
5/10/2023 18:45,49,1,100,2185
5/10/2023 19:00,34,1,100,2185
5/10/2023 19:15,110,1,100,2185
5/10/2023 19:30,117,1,100,2185
5/10/2023 19:45,33,1,100,2185
5/10/2023 20:00,42,1,100,2185
5/10/2023 20:15,89,1,100,2185
5/10/2023 20:30,11,1,100,2185
5/10/2023 20:45,60,1,100,2185
5/10/2023 21:00,53,1,100,2185
5/10/2023 21:15,106,1,100,2185
5/10/2023 21:30,73,1,100,2185
5/10/2023 21:45,97,1,100,2185
5/10/2023 22:00,80,1,100,2185
5/10/2023 22:15,10,1,100,2185
5/10/2023 22:30,51,1,100,2185
5/10/2023 22:45,81,1,100,2185
5/10/2023 23:00,12,1,100,2185
6/10/2023 0:00,35,1,100,2185
6/10/2023 0:15,101,1,100,2185
6/10/2023 0:30,95,1,100,2185
6/10/2023 0:45,31,1,100,2185
6/10/2023 1:00,104,1,100,2185
6/10/2023 1:15,88,1,100,2185
6/10/2023 1:30,40,1,100,2185
6/10/2023 1:45,112,1,100,2185
6/10/2023 2:00,87,1,100,2185
6/10/2023 2:15,2,1,100,2185
6/10/2023 2:30,20,1,100,2185
6/10/2023 2:45,32,1,100,2185
6/10/2023 3:00,115,1,100,2185
6/10/2023 3:15,55,1,100,2185
6/10/2023 3:30,76,1,100,2185
6/10/2023 3:45,22,1,100,2185
6/10/2023 4:00,80,1,100,2185
6/10/2023 4:15,42,1,100,2185
6/10/2023 4:30,115,1,100,2185
6/10/2023 4:45,59,1,100,2185
6/10/2023 5:00,80,1,100,2185
6/10/2023 5:15,30,1,100,2185
6/10/2023 5:30,62,1,100,2185
6/10/2023 5:45,31,1,100,2185
6/10/2023 6:00,30,1,100,2185
6/10/2023 6:15,95,1,100,2185
6/10/2023 6:30,58,1,100,2185
6/10/2023 6:45,11,1,100,2185
6/10/2023 7:00,118,1,100,2185
6/10/2023 7:15,53,1,100,2185
6/10/2023 7:30,101,1,100,2185
6/10/2023 7:45,111,1,100,2185
6/10/2023 8:00,15,1,100,2185
6/10/2023 8:15,40,1,100,2185
6/10/2023 8:30,69,1,100,2185
6/10/2023 8:45,1,1,100,2185
6/10/2023 9:00,51,1,100,2185
6/10/2023 9:15,116,1,100,2185
6/10/2023 9:30,33,1,100,2185
6/10/2023 9:45,79,1,100,2185
6/10/2023 10:00,64,1,100,2185
6/10/2023 10:15,108,1,100,2185
6/10/2023 10:30,48,1,100,2185
6/10/2023 10:45,61,1,100,2185
6/10/2023 11:00,59,1,100,2185
6/10/2023 11:15,88,1,100,2185
6/10/2023 11:30,76,1,100,2185
6/10/2023 11:45,59,1,100,2185
6/10/2023 12:00,112,1,100,2185
6/10/2023 12:15,51,1,100,2185
6/10/2023 12:30,54,1,100,2185
6/10/2023 12:45,60,1,100,2185
6/10/2023 13:00,86,1,100,2185
6/10/2023 13:15,71,1,100,2185
6/10/2023 13:30,18,1,100,2185
6/10/2023 13:45,112,1,100,2185
6/10/2023 14:00,79,1,100,2185
6/10/2023 14:15,55,1,100,2185
6/10/2023 14:30,70,1,100,2185
6/10/2023 14:45,39,1,100,2185
6/10/2023 15:00,57,1,100,2185
6/10/2023 15:15,40,1,100,2185
6/10/2023 15:30,25,1,100,2185
6/10/2023 15:45,111,1,100,2185
6/10/2023 16:00,95,1,100,2185
6/10/2023 16:15,117,1,100,2185
6/10/2023 16:30,90,1,100,2185
6/10/2023 16:45,27,1,100,2185
6/10/2023 17:00,3,1,100,2185
6/10/2023 17:15,88,1,100,2185
6/10/2023 17:30,74,1,100,2185
6/10/2023 17:45,40,1,100,2185
6/10/2023 18:00,53,1,100,2185
6/10/2023 18:15,117,1,100,2185
6/10/2023 18:30,36,1,100,2185
6/10/2023 18:45,6,1,100,2185
6/10/2023 19:00,107,1,100,2185
6/10/2023 19:15,6,1,100,2185
6/10/2023 19:30,25,1,100,2185
6/10/2023 19:45,28,1,100,2185
6/10/2023 20:00,40,1,100,2185
6/10/2023 20:15,36,1,100,2185
6/10/2023 20:30,116,1,100,2185
6/10/2023 20:45,7,1,100,2185
6/10/2023 21:00,82,1,100,2185
6/10/2023 21:15,76,1,100,2185
6/10/2023 21:30,100,1,100,2185
6/10/2023 21:45,22,1,100,2185
6/10/2023 22:00,119,1,100,2185
6/10/2023 22:15,115,1,100,2185
6/10/2023 22:30,9,1,100,2185
6/10/2023 22:45,101,1,100,2185
6/10/2023 23:00,97,1,100,2185
7/10/2023 0:00,53,1,100,2185
7/10/2023 0:15,18,1,100,2185
7/10/2023 0:30,75,1,100,2185
7/10/2023 0:45,32,1,100,2185
7/10/2023 1:00,18,1,100,2185
7/10/2023 1:15,117,1,100,2185
7/10/2023 1:30,105,1,100,2185
7/10/2023 1:45,84,1,100,2185
7/10/2023 2:00,41,1,100,2185
7/10/2023 2:15,60,1,100,2185
7/10/2023 2:30,80,1,100,2185
7/10/2023 2:45,88,1,100,2185
7/10/2023 3:00,41,1,100,2185
7/10/2023 3:15,58,1,100,2185
7/10/2023 3:30,73,1,100,2185
7/10/2023 3:45,114,1,100,2185
7/10/2023 4:00,10,1,100,2185
7/10/2023 4:15,60,1,100,2185
7/10/2023 4:30,56,1,100,2185
7/10/2023 4:45,103,1,100,2185
7/10/2023 5:00,112,1,100,2185
7/10/2023 5:15,76,1,100,2185
7/10/2023 5:30,117,1,100,2185
7/10/2023 5:45,103,1,100,2185
7/10/2023 6:00,100,1,100,2185
7/10/2023 6:15,13,1,100,2185
7/10/2023 6:30,54,1,100,2185
7/10/2023 6:45,30,1,100,2185
7/10/2023 7:00,23,1,100,2185
7/10/2023 7:15,32,1,100,2185
7/10/2023 7:30,110,1,100,2185
7/10/2023 7:45,66,1,100,2185
7/10/2023 8:00,103,1,100,2185
7/10/2023 8:15,75,1,100,2185
7/10/2023 8:30,48,1,100,2185
7/10/2023 8:45,63,1,100,2185
7/10/2023 9:00,49,1,100,2185
7/10/2023 9:15,8,1,100,2185
7/10/2023 9:30,28,1,100,2185
7/10/2023 9:45,110,1,100,2185
7/10/2023 10:00,26,1,100,2185
7/10/2023 10:15,29,1,100,2185
7/10/2023 10:30,86,1,100,2185
7/10/2023 10:45,16,1,100,2185
7/10/2023 11:00,36,1,100,2185
7/10/2023 11:15,52,1,100,2185
7/10/2023 11:30,120,1,100,2185
