5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,SCATS
1/10/2023 0:00,39,1,100,5384
1/10/2023 0:15,83,1,100,5384
1/10/2023 0:30,17,1,100,5384
1/10/2023 0:45,113,1,100,5384
1/10/2023 1:00,17,1,100,5384
1/10/2023 1:15,115,1,100,5384
1/10/2023 1:30,27,1,100,5384
1/10/2023 1:45,42,1,100,5384
1/10/2023 2:00,108,1,100,5384
1/10/2023 2:15,38,1,100,5384
1/10/2023 2:30,104,1,100,5384
1/10/2023 2:45,110,1,100,5384
1/10/2023 3:00,32,1,100,5384
1/10/2023 3:15,94,1,100,5384
1/10/2023 3:30,1,1,100,5384
1/10/2023 3:45,59,1,100,5384
1/10/2023 4:00,103,1,100,5384
1/10/2023 4:15,115,1,100,5384
1/10/2023 4:30,26,1,100,5384
1/10/2023 4:45,120,1,100,5384
1/10/2023 5:00,71,1,100,5384
1/10/2023 5:15,18,1,100,5384
1/10/2023 5:30,4,1,100,5384
1/10/2023 5:45,66,1,100,5384
1/10/2023 6:00,39,1,100,5384
1/10/2023 6:15,77,1,100,5384
1/10/2023 6:30,60,1,100,5384
1/10/2023 6:45,2,1,100,5384
1/10/2023 7:00,101,1,100,5384
1/10/2023 7:15,108,1,100,5384
1/10/2023 7:30,2,1,100,5384
1/10/2023 7:45,71,1,100,5384
1/10/2023 8:00,39,1,100,5384
1/10/2023 8:15,41,1,100,5384
1/10/2023 8:30,88,1,100,5384
1/10/2023 8:45,47,1,100,5384
1/10/2023 9:00,8,1,100,5384
1/10/2023 9:15,92,1,100,5384
1/10/2023 9:30,60,1,100,5384
1/10/2023 9:45,26,1,100,5384
1/10/2023 10:00,102,1,100,5384
1/10/2023 10:15,66,1,100,5384
1/10/2023 10:30,81,1,100,5384
1/10/2023 10:45,94,1,100,5384
1/10/2023 11:00,58,1,100,5384
1/10/2023 11:15,15,1,100,5384
1/10/2023 11:30,96,1,100,5384
1/10/2023 11:45,67,1,100,5384
1/10/2023 12:00,94,1,100,5384
1/10/2023 12:15,17,1,100,5384
1/10/2023 12:30,91,1,100,5384
1/10/2023 12:45,79,1,100,5384
1/10/2023 13:00,119,1,100,5384
1/10/2023 13:15,94,1,100,5384
1/10/2023 13:30,78,1,100,5384
1/10/2023 13:45,73,1,100,5384
1/10/2023 14:00,91,1,100,5384
1/10/2023 14:15,90,1,100,5384
1/10/2023 14:30,28,1,100,5384
1/10/2023 14:45,116,1,100,5384
1/10/2023 15:00,115,1,100,5384
1/10/2023 15:15,120,1,100,5384
1/10/2023 15:30,46,1,100,5384
1/10/2023 15:45,47,1,100,5384
1/10/2023 16:00,99,1,100,5384
1/10/2023 16:15,63,1,100,5384
1/10/2023 16:30,21,1,100,5384
1/10/2023 16:45,90,1,100,5384
1/10/2023 17:00,11,1,100,5384
1/10/2023 17:15,36,1,100,5384
1/10/2023 17:30,69,1,100,5384
